gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000157087	ATP2B2	491	RussLampel
ENSG00000124875	CXCL6	6372	Ensembl
AKT1	AKT1	207	ClearityFoundationBiomarkers
NFKB messenger RNA			TTD
ENSG00000270723	RPL23AP92	106481731	Ensembl
ENSG00000139505	MTMR6	9107	Ensembl
Nuclear factor erythroid 2-related factor 2	HEBP1	50865	TTD
ENSG00000279081			Ensembl
144195	SLC2A14	144195	GuideToPharmacology
ENSG00000196547	MAN2A2	4122	Ensembl
ABCG5	ABCG5	64240	HumanProteinAtlas
ENSG00000163602	RYBP	23429	Ensembl
ENSG00000267285			Ensembl
ENSG00000257642			Ensembl
Q14123	PDE1C	5137	HopkinsGroom
ENSG00000174371	EXO1	9156	Ensembl
ENSG00000133863	TEX15	56154	Ensembl
ENSG00000144580	CNOT9	9125	Ensembl
ENSG00000153029	MR1	3140	Ensembl
10769	PLK2	10769	GuideToPharmacology
ENSG00000235083			Ensembl
ENSG00000142396	ERVK3-1	105372481	Ensembl
TNFRSF17	TNFRSF17	608	Tempus
ENSG00000260660			Ensembl
ENSG00000135299	ANKRD6	22881	Ensembl
ENSG00000068366	ACSL4	2182	Ensembl
ENSG00000105737	GRIK5	2901	HingoraniCasas
ENSG00000240265			Ensembl
ENSG00000238022			Ensembl
ENSG00000134490	TMEM241	85019	Ensembl
ENSG00000227694	RPL23AP74	729617	Ensembl
ENSG00000275345			Ensembl
LMO4	LMO4	8543	Pharos
ENSG00000217331			Ensembl
ENSG00000109794	FAM149A	25854	Ensembl
ENSG00000118137	APOA1	335	Ensembl
ENSG00000286856			Ensembl
ENSG00000226724			Ensembl
ENSG00000244395	RBMY1D	378949	Ensembl
P20231	TPSB2	64499	HopkinsGroom
CTNNB1	CTNNB1	1499	CarisMolecularIntelligence
ENSG00000184110	EIF3C	8663	Ensembl
ENSG00000229169			Ensembl
CAPN1	CAPN1	823	GO
ENSG00000230424			Ensembl
ENSG00000279426			Ensembl
GRM3	GRM3	2913	PharmGKB
ACVRLK1	ACVRL1	94	ChemblInteractions
ENSG00000281756	C2-AS1	102060414	Ensembl
ENSG00000273555	MIR6812	102465487	Ensembl
ST14	ST14	6768	dGene
ENSG00000229570	GAPDHP58	391077	Ensembl
TPM3	TPM3	7170	FoundationOneGenes
ENSG00000260596	DUX4	100288687	Ensembl
ENSG00000278305			Ensembl
PAK4	PAK4	10298	GO
Q9NYR8	RDH8	50700	HopkinsGroom
ENSG00000201988			Ensembl
ENSG00000275141	MIR6888	102465535	Ensembl
RARA	RARA	5914	NCI
ENSG00000274010			Ensembl
TAF1	TAF1	6872	FoundationOneGenes
CD9	CD9	928	NCI
Corticotropin-releasing factor receptor 2	CRHR2	1395	TTD
ENSG00000182793	GSTA5	221357	HingoraniCasas
ENSG00000253088			Ensembl
ENSG00000153237	CCDC148	130940	Ensembl
ENSG00000203436			Ensembl
ENSG00000180340	FZD2	2535	Ensembl
375449	MAST4	375449	GuideToPharmacology
ENSG00000062524	LTK	4058	Ensembl
ENSG00000269177			Ensembl
ENSG00000201183	RNVU1-3	101954272	Ensembl
ENSG00000100442	FKBP3	2287	HingoraniCasas
LIMK1	LIMK1	3984	GO
ENSG00000167004	PDIA3	2923	RussLampel
BRIP1	BRIP1	83990	Tempus
ENSG00000225444	LINC01867	105374596	Ensembl
ENSG00000286536			Ensembl
ENSG00000144677	CTDSPL	10217	Ensembl
GABRP	GABRP	2568	Pharos
ENSG00000224035	SFPQP1	23758	Ensembl
FOXE3	FOXE3	2301	Pharos
ENSG00000183310	OR2T34	127068	Ensembl
ENSG00000185049	NELFA	7469	Ensembl
ENSG00000241431	RPL37P6	346950	Ensembl
ENSG00000270490			Ensembl
ENSG00000262117	BCAR4	400500	Ensembl
ENSG00000226960	MTCO1P21	107075164	Ensembl
ENSG00000253805			Ensembl
ENSG00000281100			Ensembl
ENSG00000156531	PHF6	84295	Ensembl
ENSG00000170899	GSTA4	2941	Ensembl
ENSG00000273983	H3C8	8355	Ensembl
ENSG00000230484	OR51A10P	81295	Ensembl
PEX1	PEX1	5189	HumanProteinAtlas
ENSG00000240476	LINC00973	100506377	Ensembl
ENSG00000278941	SMG6-IT1	53400	Ensembl
AREG	AREG	374	CIViC
ENSG00000223878	PPIAP53	649873	Ensembl
DBH	DBH	1621	NCI
PRSS3	PRSS3	5646	Pharos
ENSG00000250130			Ensembl
ENSG00000253438	PCAT1	100750225	Ensembl
7224	TRPC5	7224	GuideToPharmacology
ENSG00000256747			Ensembl
ATM	ATM	472	HumanProteinAtlas
ENSG00000267027			Ensembl
ENSG00000233018			Ensembl
ENSG00000229320	KRT8P12	90133	Ensembl
P29474	NOS3	4846	HopkinsGroom
ENSG00000108379	WNT3	7473	HingoraniCasas
ENSG00000211896	IGHG1	3500	HingoraniCasas
ENSG00000233751			Ensembl
ENSG00000275485			Ensembl
ENSG00000197549	PRAMENP	649179	Ensembl
ENSG00000259803	SLC22A31	146429	Ensembl
ENSG00000207647	MIR153-1	406944	Ensembl
TMSB10	TMSB10	9168	NCI
ENSG00000075188	NUP37	79023	Ensembl
ENSG00000250973	KRTAP13-6P	337965	Ensembl
ENSG00000232472	EEF1B2P3	644820	Ensembl
ENSG00000135365	PHF21A	51317	Ensembl
ENSG00000228665			Ensembl
ENSG00000283285			Ensembl
ENSG00000276955			Ensembl
ENSG00000252510	RNA5SP55	100873293	Ensembl
P14416	DRD2	1813	TEND
ENSG00000230223	ATXN8OS	6315	Ensembl
PNCK	PNCK	139728	dGene
PGR	PGR	5241	DTC
ENSG00000228980	LINC01205	401082	Ensembl
ENSG00000243238	IGKV2-30	28919	Ensembl
ENSG00000166947	EPB42	2038	RussLampel
TP53	TP53	7157	CIViC
ENSG00000142615	CELA2A	63036	RussLampel
ENSG00000266237			Ensembl
ENSG00000257287			Ensembl
ENSG00000145777	TSLP	85480	HingoraniCasas
COL29A1	COL6A5	256076	ChemblInteractions
ENSG00000132446	FTHL17	53940	Ensembl
OR6C76	OR6C76	390326	Pharos
Hydroxycarboxylic acid receptor 3	HCAR3	8843	TTD
ENSG00000213970			Ensembl
Bacterial Isoleucyl-tRNA synthetase			TTD
ENSG00000196616	ADH1B	125	RussLampel
ENSG00000215545	DEFB116	245930	HingoraniCasas
SRC	SRC	6714	MyCancerGenome
ENSG00000139182	CLSTN3	9746	Ensembl
ENSG00000174326	SLC16A11	162515	Ensembl
ENSG00000172349	IL16	3603	HingoraniCasas
ENSG00000286432			Ensembl
Q15858	SCN9A	6335	HopkinsGroom
ENSG00000186508	OR9I2P	81156	Ensembl
COG2	COG2	22796	Pharos
ENSG00000089916	GPATCH2L	55668	Ensembl
ENSG00000262202			Ensembl
ENSG00000241770			Ensembl
ENSG00000217315	OR2W2P	81694	Ensembl
GPC3	GPC3	2719	Tempus
ENSG00000260302	LINC01882	100996324	Ensembl
ENSG00000085760	MTIF2	4528	Ensembl
HACD4	HACD4	401494	Pharos
ENSG00000134871	COL4A2	1284	Ensembl
MYD88	MYD88	4615	Tempus
ENSG00000266162	YWHAEP2	106481688	Ensembl
ENSG00000204540	PSORS1C1	170679	Ensembl
ENSG00000243655			Ensembl
5740	PTGIS	5740	GuideToPharmacology
ENSG00000167930	FAM234A	83986	RussLampel
ENSG00000127337	YEATS4	8089	Ensembl
ASCC2	ASCC2	84164	GO
Q96T83	SLC9A7	84679	HopkinsGroom
ENSG00000226987			Ensembl
ENSG00000162415	ZSWIM5	57643	Ensembl
ENSG00000278344			Ensembl
PTPN2	PTPN2	5771	FoundationOneGenes
5148	PDE6G	5148	GuideToPharmacology
ENSG00000168333	PPDPFL	492307	Ensembl
Q01668	CACNA1D	776	TdgClinicalTrial
Fusion protein Bcr-Abl			TTD
ENSG00000250740			Ensembl
Discoidin domain-containing receptor 2	DDR2	4921	TTD
ENSG00000158483	FAM86C1P	55199	Ensembl
QRFPR	QRFPR	84109	GO
ENSG00000161921	CXCL16	58191	HingoraniCasas
P17752	TPH1	7166	TdgClinicalTrial
ENSG00000243979			Ensembl
ENSG00000259107	LINC00911	100996280	Ensembl
BRSK1	BRSK1	84446	GO
ENSG00000253374			Ensembl
ENSG00000075886	TUBA3D	113457	RussLampel
ENSG00000252169	RNA5SP200	100873461	Ensembl
ENSG00000200411	RNA5SP346	100873608	Ensembl
ENSG00000116750	UCHL5	51377	Ensembl
ENSG00000248713			Ensembl
ENSG00000164649	CDCA7L	55536	Ensembl
ENSG00000229707	SKP1P3	100101119	Ensembl
ENSG00000249518			Ensembl
ENSG00000256189			Ensembl
CCND3	CCND3	896	Tempus
ENSG00000168916	ZNF608	57507	Ensembl
ENSG00000274516	FAM74A6	653123	Ensembl
ENSG00000140093	SERPINA10	51156	Ensembl
ENSG00000270809	CHCHD2P11	101060040	Ensembl
ENSG00000200275	RNA5SP199	106480438	Ensembl
ENSG00000252810	RNU6-345P	106481288	Ensembl
ENSG00000201343			Ensembl
ENSG00000240399			Ensembl
ENSG00000238081			Ensembl
ENSG00000103044	HAS3	3038	HingoraniCasas
ENSG00000279841			Ensembl
ENSG00000065559	MAP2K4	6416	RussLampel
ENSG00000233208	LINC00642	400238	Ensembl
ENSG00000129472	RAB2B	84932	Ensembl
ENSG00000188811	NHLRC3	387921	Ensembl
ENSG00000182557	SPNS3	201305	RussLampel
ENSG00000202184	RNU6-1283P	106481782	Ensembl
CACNA2D2	CACNA2D2	9254	Pharos
SH3KBP1	SH3KBP1	30011	Pharos
PM20D1	PM20D1	148811	dGene
MBTPS2	MBTPS2	51360	dGene
ENSG00000100079	LGALS2	3957	Ensembl
ENSG00000286745			Ensembl
OR4K2	OR4K2	390431	dGene
ENSG00000204869	IGFL4	444882	Ensembl
ENSG00000255141	HNRNPA1P76	106480675	Ensembl
ENSG00000206820	RNU1-138P	106480195	Ensembl
ENSG00000151617	EDNRA	1909	Ensembl
ENSG00000117020	AKT3	10000	RussLampel
ENSG00000229677			Ensembl
ENSG00000234232			Ensembl
ERBB2	ERBB2	2064	ClearityFoundationBiomarkers
PMS2P1	PMS2P1	5379	Pharos
ENSG00000197838	CYP2A13	1553	Ensembl
ENSG00000168405	CMAHP	8418	Ensembl
ENSG00000263456	MIR5189	100847057	Ensembl
COQ9	COQ9	57017	Pharos
ENSG00000038295	TLL1	7092	HingoraniCasas
ENSG00000266910			Ensembl
ENSG00000215009	ACSM4	341392	Ensembl
ENSG00000222806	RNA5SP225	100873484	Ensembl
Q96RI1	NR1H4	9971	TdgClinicalTrial
CDK1	CDK1	983	DTC
VAV1	VAV1	7409	Pharos
ENSG00000287502			Ensembl
ENSG00000164695	CHMP4C	92421	Ensembl
ENSG00000221988	PPT2	9374	Ensembl
P07437	TUBB2A	7280	TEND
ENSG00000237711	MTCO3P11	107075153	Ensembl
ENSG00000177873	ZNF619	285267	Ensembl
ENSG00000171596	NMUR1	10316	RussLampel
ENSG00000231291			Ensembl
SMARCB1	SMARCB1	6598	Oncomine
ENSG00000112706	IMPG1	3617	Ensembl
JAK3	JAK3	3718	JAX-CKB
ENSG00000273940	RN7SL722P	106479486	Ensembl
ENSG00000197785	ATAD3A	55210	Ensembl
RAD51B	RAD51B	5890	GO
ENSG00000267407			Ensembl
RAET1E	RAET1E	135250	GO
ENSG00000278388			Ensembl
PADI4	PADI4	23569	HumanProteinAtlas
ENSG00000143184	XCL1	6375	Ensembl
ENSG00000246228	CASC8	727677	Ensembl
ATP2C1	ATP2C1	27032	Pharos
ENSG00000250148	KRT8P31	728167	Ensembl
ENSG00000228097	MTATP6P11	107075311	Ensembl
ENSG00000242979	RPS15AP18	100271360	Ensembl
ENSG00000230476	OFD1P9Y	386693	Ensembl
ENSG00000207930	MIR603	693188	Ensembl
ENSG00000183876	ARSI	340075	RussLampel
ENSG00000251239			Ensembl
ENSG00000237281	CATIP-AS2	103689911	Ensembl
POLK	POLK	51426	GO
5063	PAK3	5063	GuideToPharmacology
ENSG00000273989			Ensembl
ENSG00000240626	RN7SL150P	106479276	Ensembl
ENSG00000128271	ADORA2A	135	HingoraniCasas
ENSG00000134058	CDK7	1022	RussLampel
ENSG00000188981	MSANTD1	345222	Ensembl
ENSG00000218631			Ensembl
ENSG00000247556	OIP5-AS1	729082	Ensembl
ENSG00000226199			Ensembl
ENSG00000186326	RGS9BP	388531	Ensembl
ENSG00000268926			Ensembl
ENSG00000249041			Ensembl
Ribonucleotide reductase	APBB1	322	TTD
OCA2	OCA2	4948	GO
GSTA4	GSTA4	2941	Pharos
GFRA1	GFRA1	2674	Pharos
ENSG00000237705			Ensembl
CD30	TNFRSF8	943	ChemblInteractions
ENSG00000253524			Ensembl
ROS1	ROS1	6098	PharmGKB
PMP22	PMP22	5376	HumanProteinAtlas
Dickkopf-related protein 1	DKK1	22943	TTD
ENSG00000175344	CHRNA7	1139	RussLampel
OR2T35	OR2T35	403244	dGene
ENSG00000114270	COL7A1	1294	Ensembl
ENSG00000198015	MRPL42	28977	Ensembl
ENSG00000234863			Ensembl
MCL1	MCL1	4170	DTC
ENSG00000284825			Ensembl
ENSG00000239967	OR2A41P	403234	Ensembl
ENSG00000223930			Ensembl
ENSG00000229558	SACS-AS1	100506680	Ensembl
ENSG00000140563	MCTP2	55784	Ensembl
PRDM1	PRDM1	639	CarisMolecularIntelligence
ENSG00000178982	EIF3K	27335	Ensembl
ENSG00000148158	SNX30	401548	Ensembl
ENSG00000146731	CCT6A	908	Ensembl
ENSG00000111011	RSRC2	65117	Ensembl
ENSG00000166863	TAC3	6866	Ensembl
ENSG00000144230	GPR17	2840	HingoraniCasas
158584	FAAH2	158584	GuideToPharmacology
ENSG00000123411	IKZF4	64375	Ensembl
ENSG00000123171	CCDC70	83446	Ensembl
OR5K1	OR5K1	26339	dGene
ENSG00000282834			Ensembl
SLC2A4	SLC2A4	6517	GO
ENSG00000247626	MARS2	92935	Ensembl
JAK3	JAK3	3718	FoundationOneGenes
ARSA	ARSA	410	DTC
ACVRL1	ACVRL1	94	DTC
HOXC4	HOXC4	3221	Pharos
ENSG00000164283	ESM1	11082	HingoraniCasas
ENSG00000214825	EI24P3	100131881	Ensembl
STK35	STK35	140901	dGene
ENSG00000264423	RN7SL718P	106479485	Ensembl
Amyloid beta A4 protein	APP	351	TTD
ENSG00000224764			Ensembl
CDK5	CDK5	1020	MyCancerGenome
SLC4A4	SLC4A4	8671	GO
STK38L	STK38L	23012	IDG
APOB	APOB	338	Tempus
NR4A3	NR4A3	8013	dGene
ENSG00000280169			Ensembl
Toxic methotrexate			TTD
ENSG00000235377			Ensembl
MIPEP	MIPEP	4285	dGene
ENSG00000252244	RNU7-3P	100147746	Ensembl
O75830	SERPINI2	5276	HopkinsGroom
ENSG00000284946			Ensembl
MIP224	PSMC4	5704	ChemblInteractions
ENSG00000236073			Ensembl
ENSG00000164080	RAD54L2	23132	Ensembl
ENSG00000122550	KLHL7	55975	Ensembl
ENSG00000200201			Ensembl
ENSG00000236349	SUCLG2P2	283398	Ensembl
ENSG00000132855	ANGPTL3	27329	RussLampel
ENSG00000186907	RTN4RL2	349667	Ensembl
ENSG00000264370	MIR3125	100422986	Ensembl
ENSG00000224597	SVIL-AS1	102724316	Ensembl
ENSG00000278433	MIR6070	102464825	Ensembl
ENSG00000114812	VIPR1	7433	HingoraniCasas
CHP1	CHP1	11261	Pharos
ENSG00000213877	CFL1P7	100505919	Ensembl
ENSG00000257962			Ensembl
PRSS41	PRSS41	360226	dGene
RHEB	RHEB	6009	Pharos
ENSG00000278703			Ensembl
ADGRG6	ADGRG6	57211	GO
ENSG00000198723	TEX45	374877	Ensembl
ENSG00000263015			Ensembl
ENSG00000279887			Ensembl
ENSG00000197119	SLC25A29	123096	RussLampel
ENSG00000224220			Ensembl
IDH2	IDH2	3418	Tempus
ENSG00000099968	BCL2L13	23786	Ensembl
ENSG00000249082	EPIST	101927953	Ensembl
ENSG00000277099			Ensembl
ENSG00000178248	FAM230I	388882	Ensembl
7221	TRPC2	7221	GuideToPharmacology
ENSG00000241250	RPL17P20	391655	Ensembl
PI3-kinase delta	PIK3CD	5293	TTD
ENSG00000253497	IGKV1-13	28939	Ensembl
ENSG00000250293	CRYZP2	100526735	Ensembl
SIK1	SIK1	150094	HumanProteinAtlas
MMP16	MMP16	4325	dGene
SMIM22	SMIM22	440335	GO
ENSG00000072682	P4HA2	8974	Ensembl
ENSG00000162542	TMCO4	255104	Ensembl
ENSG00000166922	SCG5	6447	Ensembl
ENSG00000170191	NANP	140838	Ensembl
PRORP	PRORP	9692	PharmGKB
OR7A17	OR7A17	26333	dGene
ENSG00000182783	OR2T29	343563	HingoraniCasas
ENSG00000217078			Ensembl
Gastrin	GAST	2520	TTD
ENSG00000230330	HMGN2P3	728632	Ensembl
ENSG00000261807	LINC02141	101927580	Ensembl
ADRA2A	ADRA2A	150	GO
ENSG00000206640			Ensembl
ENSG00000103642	LACTB	114294	HingoraniCasas
NCOA2	NCOA2	10499	CarisMolecularIntelligence
ENSG00000107807	TLX1	3195	Ensembl
ENSG00000172817	CYP7B1	9420	RussLampel
ENSG00000244266			Ensembl
ENSG00000155886	SLC24A2	25769	Ensembl
ENSG00000226564	FTH1P20	729009	Ensembl
FGB	FGB	2244	GO
ENSG00000189337	KAZN	23254	Ensembl
ENSG00000252185	RNU6-752P	106481417	Ensembl
ENSG00000188438	DEFB108F	100133128	Ensembl
ENSG00000168412	MTNR1A	4543	Ensembl
P23921	RRM1	6240	TEND
ENSG00000114126	TFDP2	7029	Ensembl
P16471	PRLR	5618	TdgClinicalTrial
CDKN3	CDKN3	1033	ChemblInteractions
Q9H477	RBKS	64080	HopkinsGroom
ENSG00000075413	MARK3	4140	Ensembl
ENSG00000267694			Ensembl
ENSG00000285694			Ensembl
ENSG00000233134	MTND3P17	107075279	Ensembl
JADE1	JADE1	79960	GO
P62158	CALM1	801	TEND
ENSG00000173349	SFT2D3	84826	Ensembl
ENSG00000227392	HPN-AS1	100128675	Ensembl
5139	PDE3A	5139	GuideToPharmacology
ENSG00000131626	PPFIA1	8500	Ensembl
ENSG00000176884	GRIN1	2902	HingoraniCasas
ENSG00000260953			Ensembl
ENSG00000277020			Ensembl
OR52J2P	OR52J2P	79529	PharmGKB
ENSG00000261512			Ensembl
ccnc-cdk3_human			GO
ENSG00000258471			Ensembl
ENSG00000287077			Ensembl
ENSG00000234622			Ensembl
ENSG00000202313	RNU1-64P	106480168	Ensembl
ENSG00000258534			Ensembl
ENSG00000229112			Ensembl
ENSG00000221857			Ensembl
ENSG00000104442	ARMC1	55156	Ensembl
ENSG00000154229	PRKCA	5578	RussLampel
MAGE-3			TALC
EMSY	EMSY	56946	GO
ENSG00000147533	GOLGA7	51125	Ensembl
ENSG00000224163			Ensembl
RNGTT	RNGTT	8732	dGene
2149	F2R	2149	GuideToPharmacology
ENSG00000283455	MIR523	574471	Ensembl
ENSG00000166483	WEE1	7465	RussLampel
ENSG00000207716	MIR572	693157	Ensembl
ENSG00000260246			Ensembl
ENSG00000252534			Ensembl
ENSG00000174332	GLIS1	148979	Ensembl
ENSG00000198183	BPIFA1	51297	Ensembl
ENSG00000207788	MIR519C	574466	Ensembl
SLC22A9	SLC22A9	114571	PharmGKB
ENSG00000142449	FBN3	84467	Ensembl
ENSG00000115457	IGFBP2	3485	HingoraniCasas
ENSG00000232522	ZNF886P	100419728	Ensembl
SLC25A2	SLC25A2	83884	Pharos
ENSG00000287222			Ensembl
XIAP	XIAP	331	PharmGKB
ENSG00000229625			Ensembl
ATP1A1	ATP1A1	476	ChemblInteractions
CACNA1G	CACNA1G	8913	BaderLabGenes
ENSG00000251260	WDFY3-AS1	100874023	Ensembl
ITGB5	ITGB5	3693	TALC
URS000030BD69_9606			GO
PKD1L3	PKD1L3	342372	GO
ENSG00000254509			Ensembl
ENSG00000243141	RPL23AP66	100271620	Ensembl
ENSG00000278611			Ensembl
ENSG00000266708			Ensembl
ENSG00000248290	TNXA	7146	Ensembl
UPRT	UPRT	139596	Pharos
ENSG00000256069	A2MP1	3	Ensembl
ENSG00000252914	RNU6-789P	106479915	Ensembl
ENSG00000206698	RNU1-73P	106481616	Ensembl
GBA3	GBA3	57733	Pharos
ENSG00000220323			Ensembl
ENSG00000279628			Ensembl
ENSG00000242288			Ensembl
ENSG00000236990			Ensembl
ENSG00000261371	PECAM1	5175	Ensembl
ENSG00000186526	CYP4F8	11283	Ensembl
H3-3A	H3-3A	3020	CIViC
CX3CL1	CX3CL1	6376	GO
ENSG00000136297	MMD2	221938	Ensembl
HECTD1	HECTD1	25831	Pharos
TAF12	TAF12	6883	Pharos
P22891	PROZ	8858	HopkinsGroom
ENSG00000203791	EEF1AKMT2	399818	Ensembl
ENSG00000253429			Ensembl
ADK	ADK	132	DTC
ENSG00000200250	RNU6-1147P	106480071	Ensembl
ENSG00000145777	TSLP	85480	Ensembl
ENSG00000248369			Ensembl
TET1	TET1	80312	MskImpact
ENSG00000196730	DAPK1	1612	RussLampel
ENSG00000219790	OSTCP6	100874387	Ensembl
ENSG00000159167	STC1	6781	HingoraniCasas
ENSG00000142583	SLC2A5	6518	RussLampel
ENSG00000213967	ZNF726	730087	Ensembl
IL6R	IL6R	3570	DTC
ENSG00000169435	RASSF6	166824	Ensembl
ELN	ELN	2006	CarisMolecularIntelligence
ENSG00000246084	LINC02325	101929241	Ensembl
Histone deacetylase 11	HDAC11	79885	TTD
DLL4	DLL4	54567	TALC
A4D1T9	PRSS37	136242	HopkinsGroom
KSR1	KSR1	8844	Pharos
ENSG00000258779	LINC01568	100506172	Ensembl
ENSG00000252833	RNA5SP186	100873448	Ensembl
ENSG00000115159	GPD2	2820	HingoraniCasas
CDC42BPA	CDC42BPA	8476	IDG
ENSG00000233760			Ensembl
CSF3R	CSF3R	1441	CarisMolecularIntelligence
ENSG00000176495	OR5AN1	390195	Ensembl
ENSG00000278771	RN7SL3	378707	Ensembl
ENSG00000257169			Ensembl
ENSG00000278585	SNX3P1Y	100873885	Ensembl
ENSG00000185821	OR6C76	390326	Ensembl
WFDC8	WFDC8	90199	dGene
APMAP	APMAP	57136	GO
ENSG00000231905	SETP10	100287822	Ensembl
P35557	GCK	2645	TdgClinicalTrial
ENSG00000099991	CABIN1	23523	Ensembl
ENSG00000170145	SIK2	23235	Ensembl
SOX9	SOX9	6662	MskImpact
ENSG00000241030	RPL29P24	100129591	Ensembl
ENSG00000196290	NIF3L1	60491	Ensembl
ENSG00000229701	MTND2P20	100873226	Ensembl
ENSG00000185129	PURA	5813	Ensembl
ENSG00000180673	EXOC5P1	644548	Ensembl
CACNA1D	CACNA1D	776	Pharos
ENSG00000260406			Ensembl
ENSG00000171121	KCNMB3	27094	Ensembl
ENSG00000148840	PPRC1	23082	Ensembl
ENSG00000197696	NMB	4828	HingoraniCasas
ENSG00000134072	CAMK1	8536	HingoraniCasas
ENSG00000262678			Ensembl
ADAMTS6	ADAMTS6	11174	dGene
ENSG00000178163	ZNF518B	85460	Ensembl
MRE11	MRE11	4361	CarisMolecularIntelligence
ENSG00000206680	SNORD21	6083	Ensembl
ENSG00000176204	LRRTM4	80059	Ensembl
ENSG00000250391			Ensembl
ENSG00000115170	ACVR1	90	Ensembl
ENSG00000233688			Ensembl
GSK3B	GSK3B	2932	PharmGKB
ENSG00000181513	ACBD4	79777	Ensembl
ENSG00000253410			Ensembl
PTPN1	PTPN1	5770	dGene
ENSG00000227102	OR2AS1P	81473	Ensembl
ENSG00000228222			Ensembl
ENSG00000203801	LINC00222	387111	Ensembl
ENSG00000276422			Ensembl
ENSG00000283361			Ensembl
ENSG00000260017			Ensembl
ENSG00000143416	SELENBP1	8991	Ensembl
ENSG00000136929	HEMGN	55363	Ensembl
575	ADGRB1	575	GuideToPharmacology
ENSG00000287314			Ensembl
ENSG00000285611			Ensembl
P22694	PRKACB	5567	HopkinsGroom
YARS2	YARS2	51067	HumanProteinAtlas
ENSG00000227674	LINC00355	144766	Ensembl
ENSG00000227261	YWHAZP7	100130640	Ensembl
ENSG00000272232	RN7SL726P	106479488	Ensembl
ENSG00000259702			Ensembl
ENSG00000253171			Ensembl
ENSG00000268674			Ensembl
C6orf15	C6ORF15	29113	PharmGKB
ENSG00000270299			Ensembl
ENSG00000275360	MIR6868	102466753	Ensembl
ENSG00000197386	HTT	3064	Ensembl
ENSG00000231814	LINC00210	100885798	Ensembl
EIF4G2	EIF4G2	1982	GO
Connective tissue growth factor	CCN2	1490	TTD
ENSG00000140465	CYP1A1	1543	HingoraniCasas
ENSG00000286153			Ensembl
ENSG00000279304			Ensembl
ENSG00000189152	GRAPL	400581	Ensembl
Interleukin			TTD
2857	GPR34	2857	GuideToPharmacology
ENSG00000265014	MIR3160-1	100422827	Ensembl
ENSG00000134954	ETS1	2113	Ensembl
ENSG00000197416	FABP12	646486	Ensembl
ENSG00000231326			Ensembl
ENSG00000279432			Ensembl
ENSG00000228769	ABCF2P2	100422059	Ensembl
ENSG00000198744	MTCO3P12	107075270	Ensembl
KCNH3	KCNH3	23416	BaderLabGenes
ENSG00000278921	EPB41L4A-DT	54508	Ensembl
P07949	RET	5979	TEND
O14638	ENPP3	5169	HopkinsGroom
KNL1	KNL1	57082	CarisMolecularIntelligence
KDSR	KDSR	2531	HumanProteinAtlas
ENSG00000152217	SETBP1	26040	Ensembl
ENSG00000266989	FTLP5	100131661	Ensembl
E2F2	E2F2	1870	GO
ENSG00000178715			Ensembl
ENSG00000226745			Ensembl
ENSG00000259186	MRPS15P1	359755	Ensembl
Q9HBX9	RXFP1	59350	HopkinsGroom
169436	STKLD1	169436	GuideToPharmacology
ENSG00000230000			Ensembl
TMEM43	TMEM43	79188	Pharos
ENSG00000214814	FER1L6	654463	Ensembl
OR2W1	OR2W1	26692	Pharos
STAR	STAR	6770	NCI
ENSG00000279994			Ensembl
ENSG00000287982			Ensembl
PLA2G12B	PLA2G12B	84647	Pharos
KDM1A	KDM1A	23028	GO
ENSG00000215454	KRTAP10-4	386672	Ensembl
ENSG00000252800	SCARNA20	677681	Ensembl
ENSG00000171045	TSNARE1	203062	Ensembl
ENSG00000125534	PPDPF	79144	Ensembl
ENSG00000258856			Ensembl
ENSG00000099953	MMP11	4320	Ensembl
ENSG00000270859			Ensembl
ENSG00000229418			Ensembl
PPARG	PPARG	5468	DTC
ENSG00000237653			Ensembl
ENSG00000152465	NMT2	9397	Ensembl
ENSG00000184281	TSSC4	10078	Ensembl
OR4A47	OR4A47	403253	dGene
Iron			TTD
O60664	PLIN3	10226	TdgClinicalTrial
ENSG00000287649			Ensembl
ENSG00000270076			Ensembl
ENSG00000287985			Ensembl
ENSG00000204655	MOG	4340	Ensembl
ENSG00000072849	DERL2	51009	Ensembl
ENSG00000196946	ZNF705A	440077	Ensembl
ENSG00000019186	CYP24A1	1591	HingoraniCasas
ENSG00000110429	FBXO3	26273	Ensembl
ENSG00000286534			Ensembl
CHRNB4	CHRNB4	1143	Pharos
PADI4	PADI4	23569	PharmGKB
ENSG00000155463	OXA1L	5018	Ensembl
OR4K1	OR4K1	79544	GO
MS4A1	MS4A1	931	MyCancerGenome
CDK12	CDK12	51755	OncoKB
ENSG00000143248	RGS5	8490	Ensembl
ENSG00000197561	ELANE	1991	HingoraniCasas
PLCD1	PLCD1	5333	HumanProteinAtlas
ENSG00000286890			Ensembl
PICK1	PICK1	9463	Pharos
MED9	MED9	55090	Pharos
ENSG00000254786			Ensembl
ENSG00000211698	TRGV4	6977	Ensembl
CACNLB4	CACNB4	785	ChemblInteractions
ENSG00000125944	HNRNPR	10236	Ensembl
387893	KMT5A	387893	GuideToPharmacology
ENSG00000259066			Ensembl
ENSG00000243772	KIR2DL3	3804	Ensembl
ENSG00000207329			Ensembl
ENSG00000245261			Ensembl
ENSG00000256502			Ensembl
ENSG00000143110	C1ORF162	128346	Ensembl
